Dream,Title,Sentiment,Sentiment_Score,Emotion,Word_Count,Season,Dominant_Activity,Cluster,Cluster_Name,Lucid,Date,Symbols,Anxiety_Category
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.9,Joy,25,Summer,Talking,2,Relational Connection,No,2025-08-04,"coffee, talking, celebrity, friend",Social Isolation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Positive,0.74,Joy,19,Winter,Falling,3,Flight & Escape,No,2025-08-04,"falling, building, skyscraper, heights",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.65,Fear,21,Spring,Running,0,Performance Anxiety,No,2025-08-04,"trains, car, brakes, mountain, speed",Career Uncertainty
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.4,Anger,14,Fall,Running,0,Performance Anxiety,No,2025-08-04,"exam, schools, maze, late, corridors",Career Uncertainty
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.82,Anger,22,Spring,Running,0,Performance Anxiety,No,2025-08-04,"exam, schools, maze, late, corridors",Career Uncertainty
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Positive,0.71,Surprise,15,Spring,Running,0,Performance Anxiety,No,2025-08-04,"exam, schools, maze, late, corridors",Career Uncertainty
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.72,Fear,23,Summer,Falling,3,Flight & Escape,No,2025-08-04,"falling, building, skyscraper, heights",Loss of Control
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.6,Surprise,16,Winter,Talking,2,Relational Connection,No,2025-08-04,"coffee, talking, celebrity, friend",Social Isolation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.32,Fear,18,Fall,Observing,1,Existential Transformation,Yes,2025-08-04,"teeth, falling, mirror, body",Identity Transformation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.65,Sadness,19,Fall,Observing,1,Existential Transformation,No,2025-08-04,"room, crying, lost, death, empty",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Positive,0.49,Surprise,20,Winter,Running,0,Performance Anxiety,No,2025-08-04,"monster, forest, chased, running, shadow",Loss of Control
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.84,Joy,19,Summer,Talking,2,Relational Connection,No,2025-08-04,"garden, family, partners, talking, flowers",Relationship Instability
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.47,Fear,17,Summer,Observing,1,Existential Transformation,No,2025-08-04,"teeth, falling, mirror, body",Identity Transformation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.66,Fear,22,Spring,Falling,3,Flight & Escape,No,2025-08-04,"falling, building, skyscraper, heights",Loss of Control
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.31,Fear,17,Fall,Observing,1,Existential Transformation,Yes,2025-08-04,"teeth, falling, mirror, body",Identity Transformation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.65,Anger,17,Fall,Running,0,Performance Anxiety,No,2025-08-05,"exam, schools, maze, late, corridors",Career Uncertainty
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.34,Fear,27,Summer,Observing,0,Performance Anxiety,Yes,2025-08-05,"exams, schools, test, classroom",Academic Pressure
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.66,Fear,17,Spring,Running,0,Performance Anxiety,No,2025-08-05,"trains, car, brakes, mountain, speed",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.62,Fear,20,Spring,Running,0,Performance Anxiety,No,2025-08-05,"monster, forest, chased, running, shadow",Loss of Control
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.34,Fear,26,Fall,Observing,1,Existential Transformation,No,2025-08-05,"teeth, falling, mirror, body",Identity Transformation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.46,Fear,16,Fall,Observing,1,Existential Transformation,Yes,2025-08-05,"teeth, falling, mirror, body",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.76,Joy,13,Winter,Flying,3,Flight & Escape,No,2025-08-05,"flying, ocean, water, sky",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.8,Joy,19,Summer,Flying,3,Flight & Escape,No,2025-08-05,"flying, ocean, water, sky",Identity Transformation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.26,Fear,18,Summer,Observing,0,Performance Anxiety,No,2025-08-05,"exams, schools, test, classroom",Academic Pressure
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.87,Fear,15,Fall,Observing,1,Existential Transformation,Yes,2025-08-05,"teeth, falling, mirror, body",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.26,Fear,26,Fall,Running,0,Performance Anxiety,No,2025-08-05,"monster, forest, chased, running, shadow",Loss of Control
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.84,Joy,26,Winter,Talking,2,Relational Connection,No,2025-08-05,"garden, family, partners, talking, flowers",Relationship Instability
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.62,Surprise,17,Winter,Talking,2,Relational Connection,No,2025-08-05,"coffee, talking, celebrity, friend",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.56,Fear,19,Summer,Running,0,Performance Anxiety,Yes,2025-08-05,"monster, forest, chased, running, shadow",Loss of Control
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.62,Fear,19,Fall,Running,0,Performance Anxiety,No,2025-08-05,"monster, forest, chased, running, shadow",Loss of Control
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Negative,-0.18,Anger,17,Summer,Flying,3,Flight & Escape,No,2025-08-05,"flying, ocean, water, sky",Identity Transformation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Negative,-0.47,Fear,14,Fall,Talking,2,Relational Connection,No,2025-08-05,"coffee, talking, celebrity, friend",Social Isolation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.92,Fear,19,Spring,Observing,0,Performance Anxiety,Yes,2025-08-05,"exams, schools, test, classroom",Academic Pressure
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.92,Anger,19,Fall,Running,0,Performance Anxiety,No,2025-08-05,"exam, schools, maze, late, corridors",Career Uncertainty
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.22,Anger,17,Summer,Running,0,Performance Anxiety,No,2025-08-05,"exam, schools, maze, late, corridors",Career Uncertainty
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Negative,-0.7,Anger,18,Spring,Talking,2,Relational Connection,No,2025-08-05,"coffee, talking, celebrity, friend",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.59,Fear,27,Spring,Running,0,Performance Anxiety,No,2025-08-05,"monster, forest, chased, running, shadow",Loss of Control
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.92,Surprise,14,Summer,Talking,2,Relational Connection,No,2025-08-05,"coffee, talking, celebrity, friend",Social Isolation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.37,Fear,15,Winter,Observing,1,Existential Transformation,No,2025-08-05,"teeth, falling, mirror, body",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.33,Fear,24,Summer,Running,0,Performance Anxiety,No,2025-08-05,"monster, forest, chased, running, shadow",Loss of Control
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Neutral,0.29,Neutral,22,Fall,Running,0,Performance Anxiety,Yes,2025-08-05,"monster, forest, chased, running, shadow",Loss of Control
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.68,Sadness,19,Summer,Observing,0,Performance Anxiety,No,2025-08-05,"exams, schools, test, classroom",Academic Pressure
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.42,Surprise,15,Winter,Talking,2,Relational Connection,No,2025-08-05,"coffee, talking, celebrity, friend",Social Isolation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.35,Fear,15,Winter,Observing,1,Existential Transformation,No,2025-08-05,"teeth, falling, mirror, body",Identity Transformation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.26,Anger,21,Spring,Running,0,Performance Anxiety,No,2025-08-05,"exam, schools, maze, late, corridors",Career Uncertainty
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.79,Surprise,21,Summer,Talking,2,Relational Connection,No,2025-08-05,"coffee, talking, celebrity, friend",Social Isolation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Neutral,0.22,Neutral,19,Spring,Running,0,Performance Anxiety,No,2025-08-06,"trains, car, brakes, mountain, speed",Career Uncertainty
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.49,Fear,21,Fall,Running,0,Performance Anxiety,No,2025-08-06,"trains, car, brakes, mountain, speed",Career Uncertainty
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.71,Sadness,21,Winter,Observing,1,Existential Transformation,No,2025-08-06,"room, crying, lost, death, empty",Social Isolation
